ko_id,pathway_id,pathway_name
K07691,map02022,Two-component system [BR:ko02022]
K07691,map02024,Quorum sensing [PATH:ko02024]
K07679,map02020,Two-component system [PATH:ko02020]
K07679,map01001,Protein kinases [BR:ko01001]
K07679,map02022,Two-component system [BR:ko02022]
K07679,map05133,Pertussis [PATH:ko05133]
K07690,map02020,Two-component system [PATH:ko02020]
K07690,map02022,Two-component system [BR:ko02022]
K07690,map05133,Pertussis [PATH:ko05133]
K07690,map01504,Antimicrobial resistance genes [BR:ko01504]
K07688,map02020,Two-component system [PATH:ko02020]
K07688,map02022,Two-component system [BR:ko02022]
K01467,map01501,beta-Lactam resistance [PATH:ko01501]
K01467,map02020,Two-component system [PATH:ko02020]
K07777,map02020,Two-component system [PATH:ko02020]
K07777,map01001,Protein kinases [BR:ko01001]
K07777,map02022,Two-component system [BR:ko02022]
K07692,map02020,Two-component system [PATH:ko02020]
K07692,map02022,Two-component system [BR:ko02022]
K07692,map02024,Quorum sensing [PATH:ko02024]
K07778,map02020,Two-component system [PATH:ko02020]
K07778,map01001,Protein kinases [BR:ko01001]
K07778,map02022,Two-component system [BR:ko02022]
K07693,map02020,Two-component system [PATH:ko02020]
K07693,map02022,Two-component system [BR:ko02022]
K10255,map02020,Two-component system [PATH:ko02020]
K10255,map01004,Lipid biosynthesis proteins [BR:ko01004]
K07681,map02020,Two-component system [PATH:ko02020]
K07681,map01001,Protein kinases [BR:ko01001]
K07681,map02022,Two-component system [BR:ko02022]
K07694,map02020,Two-component system [PATH:ko02020]
K07694,map02022,Two-component system [BR:ko02022]
K11617,map02020,Two-component system [PATH:ko02020]
K11617,map01001,Protein kinases [BR:ko01001]
K11617,map02022,Two-component system [BR:ko02022]
K11618,map02020,Two-component system [PATH:ko02020]
K11618,map02022,Two-component system [BR:ko02022]
K11621,map02020,Two-component system [PATH:ko02020]
K11622,map02020,Two-component system [PATH:ko02020]
K07682,map02020,Two-component system [PATH:ko02020]
K07682,map01001,Protein kinases [BR:ko01001]
K07682,map02022,Two-component system [BR:ko02022]
K07695,map02020,Two-component system [PATH:ko02020]
K07695,map02022,Two-component system [BR:ko02022]
K07683,map02020,Two-component system [PATH:ko02020]
K07683,map01001,Protein kinases [BR:ko01001]
K07683,map02022,Two-component system [BR:ko02022]
K07696,map02020,Two-component system [PATH:ko02020]
K07696,map02022,Two-component system [BR:ko02022]
K11623,map02020,Two-component system [PATH:ko02020]
K11623,map01001,Protein kinases [BR:ko01001]
K11623,map02022,Two-component system [BR:ko02022]
K11624,map02020,Two-component system [PATH:ko02020]
K11624,map02022,Two-component system [BR:ko02022]
K11625,map02020,Two-component system [PATH:ko02020]
K14989,map02020,Two-component system [PATH:ko02020]
K14989,map02022,Two-component system [BR:ko02022]
K07346,map02020,Two-component system [PATH:ko02020]
K07346,map02035,Bacterial motility proteins [BR:ko02035]
K07346,map03110,Chaperones and folding catalysts [BR:ko03110]
K07346,map02044,Secretion system [BR:ko02044]
K07347,map02035,Bacterial motility proteins [BR:ko02035]
K07347,map02000,Transporters [BR:ko02000]
K07347,map02044,Secretion system [BR:ko02044]
K07347,map02020,Two-component system [PATH:ko02020]
K07347,map05133,Pertussis [PATH:ko05133]
K02651,map02020,Two-component system [PATH:ko02020]
K02651,map02035,Bacterial motility proteins [BR:ko02035]
K02651,map02044,Secretion system [BR:ko02044]
K02651,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K02279,map02020,Two-component system [PATH:ko02020]
K02279,map02035,Bacterial motility proteins [BR:ko02035]
K02279,map02044,Secretion system [BR:ko02044]
K02280,map02020,Two-component system [PATH:ko02020]
K02280,map02035,Bacterial motility proteins [BR:ko02035]
K02280,map02044,Secretion system [BR:ko02044]
K02282,map02020,Two-component system [PATH:ko02020]
K02282,map02035,Bacterial motility proteins [BR:ko02035]
K02282,map02044,Secretion system [BR:ko02044]
K02283,map02020,Two-component system [PATH:ko02020]
K02283,map02035,Bacterial motility proteins [BR:ko02035]
K02283,map02044,Secretion system [BR:ko02044]
K12510,map02020,Two-component system [PATH:ko02020]
K12510,map02044,Secretion system [BR:ko02044]
K12511,map02020,Two-component system [PATH:ko02020]
K12511,map02044,Secretion system [BR:ko02044]
K00990,map02020,Two-component system [PATH:ko02020]
K04751,map02020,Two-component system [PATH:ko02020]
K07708,map02020,Two-component system [PATH:ko02020]
K07708,map01001,Protein kinases [BR:ko01001]
K07708,map02022,Two-component system [BR:ko02022]
K07712,map02020,Two-component system [PATH:ko02020]
K07712,map02022,Two-component system [BR:ko02022]
K13598,map02020,Two-component system [PATH:ko02020]
K13598,map01001,Protein kinases [BR:ko01001]
K13598,map02022,Two-component system [BR:ko02022]
K13599,map02020,Two-component system [PATH:ko02020]
K13599,map02022,Two-component system [BR:ko02022]
K02584,map02020,Two-component system [PATH:ko02020]
K02584,map03000,Transcription factors [BR:ko03000]
K07709,map02020,Two-component system [PATH:ko02020]
K07709,map01001,Protein kinases [BR:ko01001]
K07709,map02022,Two-component system [BR:ko02022]
K07713,map02020,Two-component system [PATH:ko02020]
K07713,map02022,Two-component system [BR:ko02022]
K07803,map02020,Two-component system [PATH:ko02020]
K07803,map03110,Chaperones and folding catalysts [BR:ko03110]
K07710,map02020,Two-component system [PATH:ko02020]
K07710,map01001,Protein kinases [BR:ko01001]
K07710,map02022,Two-component system [BR:ko02022]
K07714,map02020,Two-component system [PATH:ko02020]
K07714,map02022,Two-component system [BR:ko02022]
K02106,map02020,Two-component system [PATH:ko02020]
K08478,map02020,Two-component system [PATH:ko02020]
K08475,map02020,Two-component system [PATH:ko02020]
K08475,map01001,Protein kinases [BR:ko01001]
K08475,map02022,Two-component system [BR:ko02022]
K08476,map02020,Two-component system [PATH:ko02020]
K08476,map02022,Two-component system [BR:ko02022]
K10125,map02020,Two-component system [PATH:ko02020]
K10125,map01001,Protein kinases [BR:ko01001]
K10125,map02022,Two-component system [BR:ko02022]
K10126,map02020,Two-component system [PATH:ko02020]
K10126,map02022,Two-component system [BR:ko02022]
K11103,map02020,Two-component system [PATH:ko02020]
K11103,map02000,Transporters [BR:ko02000]
K02668,map02020,Two-component system [PATH:ko02020]
K02668,map01001,Protein kinases [BR:ko01001]
K02668,map02022,Two-component system [BR:ko02022]
K02668,map02035,Bacterial motility proteins [BR:ko02035]
K02667,map02020,Two-component system [PATH:ko02020]
K02667,map02035,Bacterial motility proteins [BR:ko02035]
K02667,map02022,Two-component system [BR:ko02022]
K03092,map02020,Two-component system [PATH:ko02020]
K03092,map02040,Flagellar assembly [PATH:ko02040]
K03092,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K03092,map03021,Transcription machinery [BR:ko03021]
K02650,map02020,Two-component system [PATH:ko02020]
K02650,map02035,Bacterial motility proteins [BR:ko02035]
K02650,map02044,Secretion system [BR:ko02044]
K11383,map02020,Two-component system [PATH:ko02020]
K11383,map01001,Protein kinases [BR:ko01001]
K11383,map02022,Two-component system [BR:ko02022]
K11384,map02020,Two-component system [PATH:ko02020]
K11384,map02022,Two-component system [BR:ko02022]
K07711,map02020,Two-component system [PATH:ko02020]
K07711,map01001,Protein kinases [BR:ko01001]
K07711,map02022,Two-component system [BR:ko02022]
K07711,map02024,Quorum sensing [PATH:ko02024]
K07715,map02020,Two-component system [PATH:ko02020]
K07715,map02022,Two-component system [BR:ko02022]
K07715,map02024,Quorum sensing [PATH:ko02024]
K19661,map02020,Two-component system [PATH:ko02020]
K19661,map01001,Protein kinases [BR:ko01001]
K19661,map02022,Two-component system [BR:ko02022]
K19641,map02020,Two-component system [PATH:ko02020]
K19641,map02022,Two-component system [BR:ko02022]
K03620,map02020,Two-component system [PATH:ko02020]
K00575,map02030,Bacterial chemotaxis [PATH:ko02030]
K00575,map02020,Two-component system [PATH:ko02020]
K00575,map02035,Bacterial motility proteins [BR:ko02035]
K13924,map02030,Bacterial chemotaxis [PATH:ko02030]
K13924,map02020,Two-component system [PATH:ko02020]
K13924,map02035,Bacterial motility proteins [BR:ko02035]
K13924,map02022,Two-component system [BR:ko02022]
K03406,map02030,Bacterial chemotaxis [PATH:ko02030]
K03406,map02020,Two-component system [PATH:ko02020]
K03406,map02035,Bacterial motility proteins [BR:ko02035]
K05874,map02030,Bacterial chemotaxis [PATH:ko02030]
K05874,map02020,Two-component system [PATH:ko02020]
K05874,map02035,Bacterial motility proteins [BR:ko02035]
K05875,map02030,Bacterial chemotaxis [PATH:ko02030]
K05875,map02020,Two-component system [PATH:ko02020]
K05875,map02035,Bacterial motility proteins [BR:ko02035]
K05876,map02030,Bacterial chemotaxis [PATH:ko02030]
K05876,map02020,Two-component system [PATH:ko02020]
K05876,map02035,Bacterial motility proteins [BR:ko02035]
K05877,map02030,Bacterial chemotaxis [PATH:ko02030]
K05877,map02020,Two-component system [PATH:ko02020]
K05877,map02035,Bacterial motility proteins [BR:ko02035]
K03776,map02030,Bacterial chemotaxis [PATH:ko02030]
K03776,map02020,Two-component system [PATH:ko02020]
K03776,map02035,Bacterial motility proteins [BR:ko02035]
K03408,map02030,Bacterial chemotaxis [PATH:ko02030]
K03408,map02020,Two-component system [PATH:ko02020]
K03408,map02035,Bacterial motility proteins [BR:ko02035]
K03407,map02030,Bacterial chemotaxis [PATH:ko02030]
K03407,map02035,Bacterial motility proteins [BR:ko02035]
K03407,map01001,Protein kinases [BR:ko01001]
K03407,map02020,Two-component system [PATH:ko02020]
K03407,map02022,Two-component system [BR:ko02022]
K03413,map02030,Bacterial chemotaxis [PATH:ko02030]
K03413,map02020,Two-component system [PATH:ko02020]
K03413,map02035,Bacterial motility proteins [BR:ko02035]
K03413,map02022,Two-component system [BR:ko02022]
K03412,map02030,Bacterial chemotaxis [PATH:ko02030]
K03412,map02020,Two-component system [PATH:ko02020]
K03412,map02035,Bacterial motility proteins [BR:ko02035]
K03412,map02022,Two-component system [BR:ko02022]
K03415,map02030,Bacterial chemotaxis [PATH:ko02030]
K03415,map02020,Two-component system [PATH:ko02020]
K03415,map02035,Bacterial motility proteins [BR:ko02035]
K03415,map02022,Two-component system [BR:ko02022]
K02661,map02020,Two-component system [PATH:ko02020]
K02661,map02035,Bacterial motility proteins [BR:ko02035]
K02661,map02044,Secretion system [BR:ko02044]
K02660,map02020,Two-component system [PATH:ko02020]
K02660,map02035,Bacterial motility proteins [BR:ko02035]
K02660,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K02660,map02044,Secretion system [BR:ko02044]
K02659,map02020,Two-component system [PATH:ko02020]
K02659,map02035,Bacterial motility proteins [BR:ko02035]
K02659,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K02659,map02044,Secretion system [BR:ko02044]
K06596,map02035,Bacterial motility proteins [BR:ko02035]
K06596,map01001,Protein kinases [BR:ko01001]
K06596,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K06596,map02020,Two-component system [PATH:ko02020]
K06596,map02022,Two-component system [BR:ko02022]
K02657,map02035,Bacterial motility proteins [BR:ko02035]
K02657,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K02657,map02044,Secretion system [BR:ko02044]
K02657,map02020,Two-component system [PATH:ko02020]
K02657,map02022,Two-component system [BR:ko02022]
K02658,map02035,Bacterial motility proteins [BR:ko02035]
K02658,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K02658,map02044,Secretion system [BR:ko02044]
K02658,map02020,Two-component system [PATH:ko02020]
K02658,map02022,Two-component system [BR:ko02022]
K11525,map02020,Two-component system [PATH:ko02020]
K11525,map02035,Bacterial motility proteins [BR:ko02035]
K11526,map02020,Two-component system [PATH:ko02020]
K11526,map01001,Protein kinases [BR:ko01001]
K11526,map02022,Two-component system [BR:ko02022]
K11526,map02035,Bacterial motility proteins [BR:ko02035]
K11522,map02020,Two-component system [PATH:ko02020]
K11522,map02035,Bacterial motility proteins [BR:ko02035]
K11522,map02022,Two-component system [BR:ko02022]
K11523,map02020,Two-component system [PATH:ko02020]
K11523,map02035,Bacterial motility proteins [BR:ko02035]
K11523,map02022,Two-component system [BR:ko02022]
K06597,map02020,Two-component system [PATH:ko02020]
K06597,map02035,Bacterial motility proteins [BR:ko02035]
K06597,map02022,Two-component system [BR:ko02022]
K06598,map02020,Two-component system [PATH:ko02020]
K06598,map02035,Bacterial motility proteins [BR:ko02035]
K06598,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K13486,map02020,Two-component system [PATH:ko02020]
K13487,map02020,Two-component system [PATH:ko02020]
K13487,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K13488,map02020,Two-component system [PATH:ko02020]
K13488,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K13489,map02020,Two-component system [PATH:ko02020]
K13489,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K13490,map02020,Two-component system [PATH:ko02020]
K13490,map01001,Protein kinases [BR:ko01001]
K13490,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K13490,map02022,Two-component system [BR:ko02022]
K13491,map02020,Two-component system [PATH:ko02020]
K13491,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K13491,map02022,Two-component system [BR:ko02022]
K11444,map02020,Two-component system [PATH:ko02020]
K11444,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K11444,map02022,Two-component system [BR:ko02022]
K11354,map02020,Two-component system [PATH:ko02020]
K11354,map01001,Protein kinases [BR:ko01001]
K11354,map02022,Two-component system [BR:ko02022]
K11355,map02020,Two-component system [PATH:ko02020]
K11355,map02022,Two-component system [BR:ko02022]
K07716,map02020,Two-component system [PATH:ko02020]
K07716,map01001,Protein kinases [BR:ko01001]
K07716,map02022,Two-component system [BR:ko02022]
K07716,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K02488,map02020,Two-component system [PATH:ko02020]
K02488,map02022,Two-component system [BR:ko02022]
K02488,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K11357,map02020,Two-component system [PATH:ko02020]
K11357,map01001,Protein kinases [BR:ko01001]
K11357,map02022,Two-component system [BR:ko02022]
K11357,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K11443,map02020,Two-component system [PATH:ko02020]
K11443,map02022,Two-component system [BR:ko02022]
K11443,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K13587,map02020,Two-component system [PATH:ko02020]
K13587,map01001,Protein kinases [BR:ko01001]
K13587,map02022,Two-component system [BR:ko02022]
K13587,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K13588,map02020,Two-component system [PATH:ko02020]
K13588,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K13584,map02020,Two-component system [PATH:ko02020]
K13584,map02022,Two-component system [BR:ko02022]
K13584,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K13589,map02020,Two-component system [PATH:ko02020]
K13589,map02022,Two-component system [BR:ko02022]
K13589,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K10909,map02024,Quorum sensing [PATH:ko02024]
K10909,map01001,Protein kinases [BR:ko01001]
K10909,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K10909,map02020,Two-component system [PATH:ko02020]
K10909,map02022,Two-component system [BR:ko02022]
K10916,map02024,Quorum sensing [PATH:ko02024]
K10916,map01001,Protein kinases [BR:ko01001]
K10916,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K10916,map02020,Two-component system [PATH:ko02020]
K10916,map02022,Two-component system [BR:ko02022]
K15850,map02020,Two-component system [PATH:ko02020]
K15850,map01001,Protein kinases [BR:ko01001]
K15850,map02022,Two-component system [BR:ko02022]
K15850,map02024,Quorum sensing [PATH:ko02024]
K10912,map02020,Two-component system [PATH:ko02020]
K10912,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K10912,map02022,Two-component system [BR:ko02022]
K10912,map02024,Quorum sensing [PATH:ko02024]
K10913,map03000,Transcription factors [BR:ko03000]
K10913,map02020,Two-component system [PATH:ko02020]
K10913,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
