biosample_id,pathway_id,pathway_name,n_metag_kos,n_metat_kos,n_shared_kos
nmdc:bsm-11-g61cvw79,map03420,Nucleotide excision repair [PATH:ko03420],37,22,18
nmdc:bsm-11-g61cvw79,map03430,Mismatch repair [PATH:ko03430],37,21,21
nmdc:bsm-11-g61cvw79,map03440,Homologous recombination [PATH:ko03440],42,28,28
nmdc:bsm-11-g61cvw79,map03450,Non-homologous end-joining [PATH:ko03450],8,3,3
nmdc:bsm-11-g61cvw79,map03460,Fanconi anemia pathway [PATH:ko03460],18,4,3
nmdc:bsm-11-g61cvw79,map04010,MAPK signaling pathway [PATH:ko04010],13,24,9
nmdc:bsm-11-g61cvw79,map04011,MAPK signaling pathway - yeast [PATH:ko04011],49,40,31
nmdc:bsm-11-g61cvw79,map04012,ErbB signaling pathway [PATH:ko04012],7,11,6
nmdc:bsm-11-g61cvw79,map04013,MAPK signaling pathway - fly [PATH:ko04013],13,14,10
nmdc:bsm-11-g61cvw79,map04014,Ras signaling pathway [PATH:ko04014],19,18,12
nmdc:bsm-11-g61cvw79,map04015,Rap1 signaling pathway [PATH:ko04015],8,18,7
nmdc:bsm-11-g61cvw79,map04016,MAPK signaling pathway - plant [PATH:ko04016],7,8,5
nmdc:bsm-11-g61cvw79,map04020,Calcium signaling pathway [PATH:ko04020],9,15,7
nmdc:bsm-11-g61cvw79,map04022,cGMP-PKG signaling pathway [PATH:ko04022],10,16,7
nmdc:bsm-11-g61cvw79,map04024,cAMP signaling pathway [PATH:ko04024],10,20,10
nmdc:bsm-11-g61cvw79,map04030,G protein-coupled receptors [BR:ko04030],2,2,1
nmdc:bsm-11-g61cvw79,map04031,GTP-binding proteins [BR:ko04031],20,31,16
nmdc:bsm-11-g61cvw79,map04040,Ion channels [BR:ko04040],5,8,1
nmdc:bsm-11-g61cvw79,map04052,Cytokines and neuropeptides [BR:ko04052],3,2,2
nmdc:bsm-11-g61cvw79,map04054,Pattern recognition receptors [BR:ko04054],1,1,1
nmdc:bsm-11-g61cvw79,map04060,Cytokine-cytokine receptor interaction [PATH:ko04060],0,0,0
nmdc:bsm-11-g61cvw79,map04062,Chemokine signaling pathway [PATH:ko04062],11,15,9
nmdc:bsm-11-g61cvw79,map04064,NF-kappa B signaling pathway [PATH:ko04064],4,5,3
nmdc:bsm-11-g61cvw79,map04066,HIF-1 signaling pathway [PATH:ko04066],15,22,14
nmdc:bsm-11-g61cvw79,map04068,FoxO signaling pathway [PATH:ko04068],11,18,10
nmdc:bsm-11-g61cvw79,map04070,Phosphatidylinositol signaling system [PATH:ko04070],22,14,12
nmdc:bsm-11-g61cvw79,map04071,Sphingolipid signaling pathway [PATH:ko04071],19,24,15
nmdc:bsm-11-g61cvw79,map04072,Phospholipase D signaling pathway [PATH:ko04072],14,17,10
nmdc:bsm-11-g61cvw79,map04075,Plant hormone signal transduction [PATH:ko04075],5,7,4
nmdc:bsm-11-g61cvw79,map04080,Neuroactive ligand-receptor interaction [PATH:ko04080],4,2,2
nmdc:bsm-11-g61cvw79,map04081,Hormone signaling [PATH:ko04081],8,9,5
nmdc:bsm-11-g61cvw79,map04090,CD molecules [BR:ko04090],6,8,5
nmdc:bsm-11-g61cvw79,map04091,Lectins [BR:ko04091],4,5,1
nmdc:bsm-11-g61cvw79,map04110,Cell cycle [PATH:ko04110],54,23,16
nmdc:bsm-11-g61cvw79,map04111,Cell cycle - yeast [PATH:ko04111],70,26,22
nmdc:bsm-11-g61cvw79,map04112,Cell cycle - Caulobacter [PATH:ko04112],30,27,27
nmdc:bsm-11-g61cvw79,map04113,Meiosis - yeast [PATH:ko04113],50,20,16
nmdc:bsm-11-g61cvw79,map04114,Oocyte meiosis [PATH:ko04114],28,20,15
nmdc:bsm-11-g61cvw79,map04115,p53 signaling pathway [PATH:ko04115],8,5,3
nmdc:bsm-11-g61cvw79,map04120,Ubiquitin mediated proteolysis [PATH:ko04120],41,39,26
nmdc:bsm-11-g61cvw79,map04121,Ubiquitin system [BR:ko04121],125,98,59
nmdc:bsm-11-g61cvw79,map04122,Sulfur relay system [PATH:ko04122],25,19,18
nmdc:bsm-11-g61cvw79,map04130,SNARE interactions in vesicular transport [PATH:ko04130],10,7,3
nmdc:bsm-11-g61cvw79,map04131,Membrane trafficking [BR:ko04131],326,223,158
nmdc:bsm-11-g61cvw79,map04136,Autophagy - other [PATH:ko04136],19,9,8
nmdc:bsm-11-g61cvw79,map04137,Mitophagy - animal [PATH:ko04137],27,23,20
nmdc:bsm-11-g61cvw79,map04138,Autophagy - yeast [PATH:ko04138],57,42,36
nmdc:bsm-11-g61cvw79,map04139,Mitophagy - yeast [PATH:ko04139],23,17,13
nmdc:bsm-11-g61cvw79,map04140,Autophagy - animal [PATH:ko04140],41,38,23
nmdc:bsm-11-g61cvw79,map04141,Protein processing in endoplasmic reticulum [PATH:ko04141],51,46,32
nmdc:bsm-11-g61cvw79,map04142,Lysosome [PATH:ko04142],44,48,32
nmdc:bsm-11-g61cvw79,map04144,Endocytosis [PATH:ko04144],53,44,35
nmdc:bsm-11-g61cvw79,map04145,Phagosome [PATH:ko04145],25,25,16
nmdc:bsm-11-g61cvw79,map04146,Peroxisome [PATH:ko04146],43,33,30
nmdc:bsm-11-g61cvw79,map04147,Exosome [BR:ko04147],174,191,144
nmdc:bsm-11-g61cvw79,map04148,Efferocytosis [PATH:ko04148],21,20,13
nmdc:bsm-11-g61cvw79,map04150,mTOR signaling pathway [PATH:ko04150],35,26,17
nmdc:bsm-11-g61cvw79,map04151,PI3K-Akt signaling pathway [PATH:ko04151],26,30,21
nmdc:bsm-11-g61cvw79,map04152,AMPK signaling pathway [PATH:ko04152],23,26,17
nmdc:bsm-11-g61cvw79,map04210,Apoptosis [PATH:ko04210],12,22,11
nmdc:bsm-11-g61cvw79,map04211,Longevity regulating pathway [PATH:ko04211],12,14,8
nmdc:bsm-11-g61cvw79,map04212,Longevity regulating pathway - worm [PATH:ko04212],14,17,11
nmdc:bsm-11-g61cvw79,map04213,Longevity regulating pathway - multiple species [PATH:ko04213],15,18,14
nmdc:bsm-11-g61cvw79,map04214,Apoptosis - fly [PATH:ko04214],12,12,10
nmdc:bsm-11-g61cvw79,map04215,Apoptosis - multiple species [PATH:ko04215],2,1,1
nmdc:bsm-11-g61cvw79,map04216,Ferroptosis [PATH:ko04216],8,4,3
nmdc:bsm-11-g61cvw79,map04217,Necroptosis [PATH:ko04217],18,16,9
nmdc:bsm-11-g61cvw79,map04218,Cellular senescence [PATH:ko04218],18,17,8
nmdc:bsm-11-g61cvw79,map04260,Cardiac muscle contraction [PATH:ko04260],13,16,11
nmdc:bsm-11-g61cvw79,map04261,Adrenergic signaling in cardiomyocytes [PATH:ko04261],11,19,10
nmdc:bsm-11-g61cvw79,map04270,Vascular smooth muscle contraction [PATH:ko04270],6,13,5
nmdc:bsm-11-g61cvw79,map04310,Wnt signaling pathway [PATH:ko04310],11,20,9
nmdc:bsm-11-g61cvw79,map04320,Dorso-ventral axis formation [PATH:ko04320],5,3,3
nmdc:bsm-11-g61cvw79,map04330,Notch signaling pathway [PATH:ko04330],5,5,3
nmdc:bsm-11-g61cvw79,map04340,Hedgehog signaling pathway [PATH:ko04340],6,8,4
nmdc:bsm-11-g61cvw79,map04341,Hedgehog signaling pathway - fly [PATH:ko04341],7,9,5
nmdc:bsm-11-g61cvw79,map04350,TGF-beta signaling pathway [PATH:ko04350],8,11,8
nmdc:bsm-11-g61cvw79,map04360,Axon guidance [PATH:ko04360],10,16,7
nmdc:bsm-11-g61cvw79,map04361,Axon regeneration [PATH:ko04361],11,19,9
nmdc:bsm-11-g61cvw79,map04370,VEGF signaling pathway [PATH:ko04370],7,10,4
nmdc:bsm-11-g61cvw79,map04371,Apelin signaling pathway [PATH:ko04371],11,15,9
nmdc:bsm-11-g61cvw79,map04380,Osteoclast differentiation [PATH:ko04380],8,11,7
nmdc:bsm-11-g61cvw79,map04390,Hippo signaling pathway [PATH:ko04390],5,12,4
nmdc:bsm-11-g61cvw79,map04391,Hippo signaling pathway - fly [PATH:ko04391],4,12,3
nmdc:bsm-11-g61cvw79,map04392,Hippo signaling pathway - multiple species [PATH:ko04392],4,6,2
nmdc:bsm-11-g61cvw79,map04510,Focal adhesion [PATH:ko04510],12,22,8
nmdc:bsm-11-g61cvw79,map04512,ECM-receptor interaction [PATH:ko04512],4,3,2
nmdc:bsm-11-g61cvw79,map04514,Cell adhesion molecules [PATH:ko04514],1,1,0
nmdc:bsm-11-g61cvw79,map04515,Cell adhesion molecules [BR:ko04515],0,1,0
nmdc:bsm-11-g61cvw79,map04520,Adherens junction [PATH:ko04520],8,14,5
nmdc:bsm-11-g61cvw79,map04530,Tight junction [PATH:ko04530],18,25,14
nmdc:bsm-11-g61cvw79,map04540,Gap junction [PATH:ko04540],7,11,6
nmdc:bsm-11-g61cvw79,map04550,Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],5,9,5
nmdc:bsm-11-g61cvw79,map04610,Complement and coagulation cascades [PATH:ko04610],0,0,0
nmdc:bsm-11-g61cvw79,map04611,Platelet activation [PATH:ko04611],10,15,7
nmdc:bsm-11-g61cvw79,map04612,Antigen processing and presentation [PATH:ko04612],6,10,5
nmdc:bsm-11-g61cvw79,map04613,Neutrophil extracellular trap formation [PATH:ko04613],16,18,10
nmdc:bsm-11-g61cvw79,map04614,Renin-angiotensin system [PATH:ko04614],4,5,4
nmdc:bsm-11-g61cvw79,map04620,Toll-like receptor signaling pathway [PATH:ko04620],3,6,3
nmdc:bsm-11-g61cvw79,map04621,NOD-like receptor signaling pathway [PATH:ko04621],14,13,10
nmdc:bsm-11-g61cvw79,map04622,RIG-I-like receptor signaling pathway [PATH:ko04622],5,4,4
nmdc:bsm-11-g61cvw79,map04623,Cytosolic DNA-sensing pathway [PATH:ko04623],11,8,6
nmdc:bsm-11-g61cvw79,map04624,Toll and Imd signaling pathway [PATH:ko04624],3,5,3
nmdc:bsm-11-g61cvw79,map04625,C-type lectin receptor signaling pathway [PATH:ko04625],8,11,7
nmdc:bsm-11-g61cvw79,map04626,Plant-pathogen interaction [PATH:ko04626],12,16,12
nmdc:bsm-11-g61cvw79,map04630,JAK-STAT signaling pathway [PATH:ko04630],4,7,3
nmdc:bsm-11-g61cvw79,map04640,Hematopoietic cell lineage [PATH:ko04640],0,0,0
nmdc:bsm-11-g61cvw79,map04650,Natural killer cell mediated cytotoxicity [PATH:ko04650],5,9,5
nmdc:bsm-11-g61cvw79,map04657,IL-17 signaling pathway [PATH:ko04657],8,7,5
nmdc:bsm-11-g61cvw79,map04658,Th1 and Th2 cell differentiation [PATH:ko04658],5,6,4
nmdc:bsm-11-g61cvw79,map04659,Th17 cell differentiation [PATH:ko04659],5,7,5
nmdc:bsm-11-g61cvw79,map04660,T cell receptor signaling pathway [PATH:ko04660],13,16,11
nmdc:bsm-11-g61cvw79,map04662,B cell receptor signaling pathway [PATH:ko04662],5,9,5
nmdc:bsm-11-g61cvw79,map04664,Fc epsilon RI signaling pathway [PATH:ko04664],5,9,4
nmdc:bsm-11-g61cvw79,map04666,Fc gamma R-mediated phagocytosis [PATH:ko04666],14,23,12
nmdc:bsm-11-g61cvw79,map04668,TNF signaling pathway [PATH:ko04668],5,6,3
nmdc:bsm-11-g61cvw79,map04670,Leukocyte transendothelial migration [PATH:ko04670],7,10,3
nmdc:bsm-11-g61cvw79,map04710,Circadian rhythm [PATH:ko04710],2,4,2
nmdc:bsm-11-g61cvw79,map04711,Circadian rhythm - fly [PATH:ko04711],1,1,1
nmdc:bsm-11-g61cvw79,map04712,Circadian rhythm - plant [PATH:ko04712],2,2,2
nmdc:bsm-11-g61cvw79,map04713,Circadian entrainment [PATH:ko04713],6,9,5
nmdc:bsm-11-g61cvw79,map04714,Thermogenesis [PATH:ko04714],69,64,50
nmdc:bsm-11-g61cvw79,map04720,Long-term potentiation [PATH:ko04720],5,10,5
nmdc:bsm-11-g61cvw79,map04721,Synaptic vesicle cycle [PATH:ko04721],17,16,11
nmdc:bsm-11-g61cvw79,map04722,Neurotrophin signaling pathway [PATH:ko04722],11,16,9
nmdc:bsm-11-g61cvw79,map04723,Retrograde endocannabinoid signaling [PATH:ko04723],29,30,23
nmdc:bsm-11-g61cvw79,map04724,Glutamatergic synapse [PATH:ko04724],9,13,8
nmdc:bsm-11-g61cvw79,map04725,Cholinergic synapse [PATH:ko04725],7,11,6
nmdc:bsm-11-g61cvw79,map04726,Serotonergic synapse [PATH:ko04726],11,12,7
nmdc:bsm-11-g61cvw79,map04727,GABAergic synapse [PATH:ko04727],9,12,7
nmdc:bsm-11-g61cvw79,map04728,Dopaminergic synapse [PATH:ko04728],16,19,12
nmdc:bsm-11-g61cvw79,map04730,Long-term depression [PATH:ko04730],7,8,5
nmdc:bsm-11-g61cvw79,map04740,Olfactory transduction [PATH:ko04740],4,3,3
nmdc:bsm-11-g61cvw79,map04742,Taste transduction [PATH:ko04742],1,2,1
nmdc:bsm-11-g61cvw79,map04744,Phototransduction [PATH:ko04744],2,2,2
nmdc:bsm-11-g61cvw79,map04745,Phototransduction - fly [PATH:ko04745],2,4,2
nmdc:bsm-11-g61cvw79,map04750,Inflammatory mediator regulation of TRP channels [PATH:ko04750],4,9,3
nmdc:bsm-11-g61cvw79,map04810,Regulation of actin cytoskeleton [PATH:ko04810],20,26,16
nmdc:bsm-11-g61cvw79,map04812,Cytoskeleton proteins [BR:ko04812],75,73,39
nmdc:bsm-11-g61cvw79,map04814,Motor proteins [PATH:ko04814],27,28,13
nmdc:bsm-11-g61cvw79,map04820,Cytoskeleton in muscle cells [PATH:ko04820],10,20,7
nmdc:bsm-11-g61cvw79,map04910,Insulin signaling pathway [PATH:ko04910],22,26,19
nmdc:bsm-11-g61cvw79,map04911,Insulin secretion [PATH:ko04911],2,5,2
nmdc:bsm-11-g61cvw79,map04912,GnRH signaling pathway [PATH:ko04912],9,12,7
nmdc:bsm-11-g61cvw79,map04913,Ovarian steroidogenesis [PATH:ko04913],3,3,1
nmdc:bsm-11-g61cvw79,map04914,Progesterone-mediated oocyte maturation [PATH:ko04914],21,12,9
nmdc:bsm-11-g61cvw79,map04915,Estrogen signaling pathway [PATH:ko04915],10,15,10
nmdc:bsm-11-g61cvw79,map04916,Melanogenesis [PATH:ko04916],7,12,7
nmdc:bsm-11-g61cvw79,map04917,Prolactin signaling pathway [PATH:ko04917],6,9,6
nmdc:bsm-11-g61cvw79,map04918,Thyroid hormone synthesis [PATH:ko04918],7,11,6
nmdc:bsm-11-g61cvw79,map04919,Thyroid hormone signaling pathway [PATH:ko04919],21,22,13
nmdc:bsm-11-g61cvw79,map04920,Adipocytokine signaling pathway [PATH:ko04920],4,8,4
nmdc:bsm-11-g61cvw79,map04921,Oxytocin signaling pathway [PATH:ko04921],11,21,9
nmdc:bsm-11-g61cvw79,map04922,Glucagon signaling pathway [PATH:ko04922],17,20,15
nmdc:bsm-11-g61cvw79,map04923,Regulation of lipolysis in adipocytes [PATH:ko04923],6,6,3
nmdc:bsm-11-g61cvw79,map04924,Renin secretion [PATH:ko04924],6,9,5
nmdc:bsm-11-g61cvw79,map04925,Aldosterone synthesis and secretion [PATH:ko04925],5,11,5
nmdc:bsm-11-g61cvw79,map04926,Relaxin signaling pathway [PATH:ko04926],10,15,10
nmdc:bsm-11-g61cvw79,map04927,Cortisol synthesis and secretion [PATH:ko04927],1,4,1
nmdc:bsm-11-g61cvw79,map04928,"Parathyroid hormone synthesis, secretion and action [PATH:ko04928]",6,9,6
nmdc:bsm-11-g61cvw79,map04929,GnRH secretion [PATH:ko04929],2,6,2
nmdc:bsm-11-g61cvw79,map04930,Type II diabetes mellitus [PATH:ko04930],4,8,4
nmdc:bsm-11-g61cvw79,map04931,Insulin resistance [PATH:ko04931],10,18,9
nmdc:bsm-11-g61cvw79,map04932,Non-alcoholic fatty liver disease [PATH:ko04932],29,33,22
nmdc:bsm-11-g61cvw79,map04933,AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933],11,15,8
nmdc:bsm-11-g61cvw79,map04934,Cushing syndrome [PATH:ko04934],8,11,6
nmdc:bsm-11-g61cvw79,map04935,"Growth hormone synthesis, secretion and action [PATH:ko04935]",8,15,8
nmdc:bsm-11-g61cvw79,map04936,Alcoholic liver disease [PATH:ko04936],14,18,14
nmdc:bsm-11-g61cvw79,map04940,Type I diabetes mellitus [PATH:ko04940],2,4,2
nmdc:bsm-11-g61cvw79,map04950,Maturity onset diabetes of the young [PATH:ko04950],0,0,0
nmdc:bsm-11-g61cvw79,map04960,Aldosterone-regulated sodium reabsorption [PATH:ko04960],3,6,3
nmdc:bsm-11-g61cvw79,map04961,Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961],7,10,6
nmdc:bsm-11-g61cvw79,map04962,Vasopressin-regulated water reabsorption [PATH:ko04962],13,10,8
nmdc:bsm-11-g61cvw79,map04964,Proximal tubule bicarbonate reclamation [PATH:ko04964],4,5,4
nmdc:bsm-11-g61cvw79,map04966,Collecting duct acid secretion [PATH:ko04966],7,9,6
nmdc:bsm-11-g61cvw79,map04970,Salivary secretion [PATH:ko04970],5,8,4
nmdc:bsm-11-g61cvw79,map04971,Gastric acid secretion [PATH:ko04971],4,8,4
nmdc:bsm-11-g61cvw79,map04972,Pancreatic secretion [PATH:ko04972],6,14,6
nmdc:bsm-11-g61cvw79,map04973,Carbohydrate digestion and absorption [PATH:ko04973],3,7,3
nmdc:bsm-11-g61cvw79,map04974,Protein digestion and absorption [PATH:ko04974],12,10,7
nmdc:bsm-11-g61cvw79,map04975,Fat digestion and absorption [PATH:ko04975],2,5,2
nmdc:bsm-11-g61cvw79,map04976,Bile secretion [PATH:ko04976],6,7,5
nmdc:bsm-11-g61cvw79,map04977,Vitamin digestion and absorption [PATH:ko04977],2,6,1
nmdc:bsm-11-g61cvw79,map04978,Mineral absorption [PATH:ko04978],5,7,4
nmdc:bsm-11-g61cvw79,map04979,Cholesterol metabolism [PATH:ko04979],6,8,4
nmdc:bsm-11-g61cvw79,map04980,Cobalamin transport and metabolism [PATH:ko04980],4,6,4
nmdc:bsm-11-g61cvw79,map04981,Folate transport and metabolism [PATH:ko04981],10,9,9
nmdc:bsm-11-g61cvw79,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990],24,21,12
nmdc:bsm-11-g61cvw79,map05010,Alzheimer disease [PATH:ko05010],99,88,67
nmdc:bsm-11-g61cvw79,map05012,Parkinson disease [PATH:ko05012],90,84,67
nmdc:bsm-11-g61cvw79,map05014,Amyotrophic lateral sclerosis [PATH:ko05014],117,95,72
nmdc:bsm-11-g61cvw79,map05016,Huntington disease [PATH:ko05016],101,86,66
nmdc:bsm-11-g61cvw79,map05017,Spinocerebellar ataxia [PATH:ko05017],50,39,30
nmdc:bsm-11-g61cvw79,map05020,Prion disease [PATH:ko05020],86,81,62
nmdc:bsm-11-g61cvw79,map05022,Pathways of neurodegeneration - multiple diseases [PATH:ko05022],116,106,79
nmdc:bsm-11-g61cvw79,map05030,Cocaine addiction [PATH:ko05030],5,5,4
nmdc:bsm-11-g61cvw79,map05031,Amphetamine addiction [PATH:ko05031],7,11,6
nmdc:bsm-11-g61cvw79,map05032,Morphine addiction [PATH:ko05032],5,6,3
nmdc:bsm-11-g61cvw79,map05033,Nicotine addiction [PATH:ko05033],2,0,0
nmdc:bsm-11-g61cvw79,map05034,Alcoholism [PATH:ko05034],18,19,14
nmdc:bsm-11-g61cvw79,map05100,Bacterial invasion of epithelial cells [PATH:ko05100],13,17,10
nmdc:bsm-11-g61cvw79,map05110,Vibrio cholerae infection [PATH:ko05110],15,18,10
nmdc:bsm-11-g61cvw79,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111],56,39,39
nmdc:bsm-11-g61cvw79,map05120,Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120],16,17,12
nmdc:bsm-11-g61cvw79,map05130,Pathogenic Escherichia coli infection [PATH:ko05130],26,29,21
nmdc:bsm-11-g61cvw79,map05131,Shigellosis [PATH:ko05131],44,45,29
nmdc:bsm-11-g61cvw79,map05132,Salmonella infection [PATH:ko05132],52,42,29
nmdc:bsm-11-g61cvw79,map05133,Pertussis [PATH:ko05133],16,14,13
nmdc:bsm-11-g61cvw79,map05134,Legionellosis [PATH:ko05134],14,14,13
nmdc:bsm-11-g61cvw79,map05135,Yersinia infection [PATH:ko05135],15,18,13
nmdc:bsm-11-g61cvw79,map05140,Leishmaniasis [PATH:ko05140],6,3,3
nmdc:bsm-11-g61cvw79,map05142,Chagas disease [PATH:ko05142],8,12,7
nmdc:bsm-11-g61cvw79,map05143,African trypanosomiasis [PATH:ko05143],4,5,4
nmdc:bsm-11-g61cvw79,map05144,Malaria [PATH:ko05144],0,1,0
nmdc:bsm-11-g61cvw79,map05145,Toxoplasmosis [PATH:ko05145],6,10,5
nmdc:bsm-11-g61cvw79,map05146,Amoebiasis [PATH:ko05146],10,15,9
nmdc:bsm-11-g61cvw79,map05150,Staphylococcus aureus infection [PATH:ko05150],6,4,4
nmdc:bsm-11-g61cvw79,map05152,Tuberculosis [PATH:ko05152],23,23,18
nmdc:bsm-11-g61cvw79,map05160,Hepatitis C [PATH:ko05160],15,17,12
nmdc:bsm-11-g61cvw79,map05161,Hepatitis B [PATH:ko05161],8,14,8
nmdc:bsm-11-g61cvw79,map05162,Measles [PATH:ko05162],9,12,9
nmdc:bsm-11-g61cvw79,map05163,Human cytomegalovirus infection [PATH:ko05163],16,24,13
nmdc:bsm-11-g61cvw79,map05164,Influenza A [PATH:ko05164],12,16,9
nmdc:bsm-11-g61cvw79,map05165,Human papillomavirus infection [PATH:ko05165],39,40,25
nmdc:bsm-11-g61cvw79,map05166,Human T-cell leukemia virus 1 infection [PATH:ko05166],30,26,14
nmdc:bsm-11-g61cvw79,map05167,Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167],15,20,12
nmdc:bsm-11-g61cvw79,map05168,Herpes simplex virus 1 infection [PATH:ko05168],11,13,6
nmdc:bsm-11-g61cvw79,map05169,Epstein-Barr virus infection [PATH:ko05169],28,25,19
nmdc:bsm-11-g61cvw79,map05170,Human immunodeficiency virus 1 infection [PATH:ko05170],18,30,16
nmdc:bsm-11-g61cvw79,map05171,Coronavirus disease - COVID-19 [PATH:ko05171],52,83,51
nmdc:bsm-11-g61cvw79,map05200,Pathways in cancer [PATH:ko05200],37,41,25
nmdc:bsm-11-g61cvw79,map05202,Transcriptional misregulation in cancer [PATH:ko05202],9,7,5
nmdc:bsm-11-g61cvw79,map05203,Viral carcinogenesis [PATH:ko05203],32,31,19
nmdc:bsm-11-g61cvw79,map05204,Chemical carcinogenesis - DNA adducts [PATH:ko05204],7,5,4
nmdc:bsm-11-g61cvw79,map05205,Proteoglycans in cancer [PATH:ko05205],17,27,15
nmdc:bsm-11-g61cvw79,map05206,MicroRNAs in cancer [PATH:ko05206],17,21,14
nmdc:bsm-11-g61cvw79,map05207,Chemical carcinogenesis - receptor activation [PATH:ko05207],15,23,14
nmdc:bsm-11-g61cvw79,map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],60,58,46
nmdc:bsm-11-g61cvw79,map05210,Colorectal cancer [PATH:ko05210],12,12,7
nmdc:bsm-11-g61cvw79,map05211,Renal cell carcinoma [PATH:ko05211],8,13,6
nmdc:bsm-11-g61cvw79,map05212,Pancreatic cancer [PATH:ko05212],8,10,6
nmdc:bsm-11-g61cvw79,map05213,Endometrial cancer [PATH:ko05213],6,8,4
nmdc:bsm-11-g61cvw79,map05214,Glioma [PATH:ko05214],7,9,6
nmdc:bsm-11-g61cvw79,map05215,Prostate cancer [PATH:ko05215],7,12,7
nmdc:bsm-11-g61cvw79,map05216,Thyroid cancer [PATH:ko05216],4,5,3
nmdc:bsm-11-g61cvw79,map05217,Basal cell carcinoma [PATH:ko05217],3,3,1
nmdc:bsm-11-g61cvw79,map05218,Melanoma [PATH:ko05218],3,4,2
nmdc:bsm-11-g61cvw79,map05219,Bladder cancer [PATH:ko05219],3,3,3
nmdc:bsm-11-g61cvw79,map05220,Chronic myeloid leukemia [PATH:ko05220],7,8,4
nmdc:bsm-11-g61cvw79,map05221,Acute myeloid leukemia [PATH:ko05221],4,8,4
nmdc:bsm-11-g61cvw79,map05222,Small cell lung cancer [PATH:ko05222],4,5,2
nmdc:bsm-11-g61cvw79,map05223,Non-small cell lung cancer [PATH:ko05223],5,8,3
nmdc:bsm-11-g61cvw79,map05224,Breast cancer [PATH:ko05224],7,10,5
nmdc:bsm-11-g61cvw79,map05225,Hepatocellular carcinoma [PATH:ko05225],15,17,9
nmdc:bsm-11-g61cvw79,map05226,Gastric cancer [PATH:ko05226],10,11,6
nmdc:bsm-11-g61cvw79,map05230,Central carbon metabolism in cancer [PATH:ko05230],14,15,13
nmdc:bsm-11-g61cvw79,map05231,Choline metabolism in cancer [PATH:ko05231],13,15,9
nmdc:bsm-11-g61cvw79,map05235,PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235],7,11,7
nmdc:bsm-11-g61cvw79,map05321,Inflammatory bowel disease [PATH:ko05321],0,0,0
nmdc:bsm-11-g61cvw79,map05322,Systemic lupus erythematosus [PATH:ko05322],5,9,5
nmdc:bsm-11-g61cvw79,map05323,Rheumatoid arthritis [PATH:ko05323],12,13,10
nmdc:bsm-11-g61cvw79,map05340,Primary immunodeficiency [PATH:ko05340],2,2,2
nmdc:bsm-11-g61cvw79,map05410,Hypertrophic cardiomyopathy [PATH:ko05410],2,8,2
nmdc:bsm-11-g61cvw79,map05412,Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412],1,4,1
nmdc:bsm-11-g61cvw79,map05414,Dilated cardiomyopathy [PATH:ko05414],2,8,2
nmdc:bsm-11-g61cvw79,map05415,Diabetic cardiomyopathy [PATH:ko05415],60,62,48
nmdc:bsm-11-g61cvw79,map05416,Viral myocarditis [PATH:ko05416],3,5,2
nmdc:bsm-11-g61cvw79,map05417,Lipid and atherosclerosis [PATH:ko05417],21,26,18
nmdc:bsm-11-g61cvw79,map05418,Fluid shear stress and atherosclerosis [PATH:ko05418],12,17,11
nmdc:bsm-11-g61cvw79,map09113,Global maps only,0,0,0
nmdc:bsm-11-g61cvw79,map99973,Transcription,9,4,4
nmdc:bsm-11-g61cvw79,map99974,Translation,7,4,4
nmdc:bsm-11-g61cvw79,map99975,Protein processing,29,25,25
nmdc:bsm-11-g61cvw79,map99976,Replication and repair,48,41,41
nmdc:bsm-11-g61cvw79,map99977,Transport,23,19,19
nmdc:bsm-11-g61cvw79,map99978,Cell growth,24,21,17
nmdc:bsm-11-g61cvw79,map99980,Enzymes with EC numbers,620,409,394
nmdc:bsm-11-g61cvw79,map99981,Carbohydrate metabolism,17,10,10
nmdc:bsm-11-g61cvw79,map99982,Energy metabolism,37,20,20
nmdc:bsm-11-g61cvw79,map99983,Lipid metabolism,6,4,2
nmdc:bsm-11-g61cvw79,map99984,Nucleotide metabolism,1,0,0
nmdc:bsm-11-g61cvw79,map99985,Amino acid metabolism,13,10,10
nmdc:bsm-11-g61cvw79,map99986,Glycan metabolism,14,9,9
nmdc:bsm-11-g61cvw79,map99987,Cofactor metabolism,11,10,10
nmdc:bsm-11-g61cvw79,map99988,Secondary metabolism,8,6,6
nmdc:bsm-11-g61cvw79,map99992,Structural proteins,39,29,29
nmdc:bsm-11-g61cvw79,map99993,Cell motility,6,5,4
nmdc:bsm-11-g61cvw79,map99994,Others,25,13,13
nmdc:bsm-11-g61cvw79,map99995,Signaling proteins,23,20,15
nmdc:bsm-11-g61cvw79,map99996,General function prediction only,75,50,50
nmdc:bsm-11-g61cvw79,map99997,Function unknown,269,196,195
nmdc:bsm-11-g61cvw79,map99998,Others,4,4,4
